timestamp,event_id,level,source,computer,user,opcode,task_category,process_id,process_name,detail,cpu_usage,mem_usage,network_io,integrity_level,is_signed,label
2026-03-26 22:49:11,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Admin,Logon,Logon,9722,svchost.exe,System Check,3.6504431197009253,161,0.1,Medium,1,normal
2026-03-26 22:49:12,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Dev-01,Logon,Logon,8195,lsass.exe,System Check,1.1633899863912198,103,0.1,Medium,1,normal
2026-03-26 22:49:13,4624,Information,Security,WIN-SOC-PROD-02,NT AUTHORITY\SYSTEM,Logon,Logon,8812,powershell.exe,System Check,0.9838279363284631,54,0.1,Medium,1,normal
2026-03-26 22:49:14,4624,Information,Security,WIN-SOC-PROD-02,NT AUTHORITY\SYSTEM,Logon,Logon,3469,explorer.exe,System Check,1.535297412829682,57,0.1,Medium,1,normal
2026-03-26 22:49:15,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Dev-01,Logon,Logon,9625,explorer.exe,System Check,2.8079473224773963,72,0.1,Medium,1,normal
2026-03-26 22:49:16,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Dev-01,Logon,Logon,209,svchost.exe,System Check,1.5764068072200423,48,0.1,Medium,1,normal
2026-03-26 22:49:17,4624,Information,Security,WIN-SOC-PROD-02,NT AUTHORITY\SYSTEM,Logon,Logon,9017,explorer.exe,System Check,2.0444141124395236,74,0.1,Medium,1,normal
2026-03-26 22:49:18,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Admin,Logon,Logon,3557,svchost.exe,System Check,0.43297050498586986,83,0.1,Medium,1,normal
2026-03-26 22:49:19,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Dev-01,Logon,Logon,5997,svchost.exe,System Check,3.0960743378370768,56,0.1,Medium,1,normal
2026-03-26 22:49:20,4624,Information,Security,WIN-SOC-PROD-02,NT AUTHORITY\SYSTEM,Logon,Logon,6119,lsass.exe,System Check,1.9075775308896685,160,0.1,Medium,1,normal
2026-03-26 22:49:21,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Dev-01,Logon,Logon,1829,svchost.exe,System Check,2.9678641594973776,132,0.1,Medium,1,normal
2026-03-26 22:49:22,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Dev-01,Logon,Logon,3638,svchost.exe,System Check,0.32853354233567594,165,0.1,Medium,1,normal
2026-03-26 22:49:23,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Admin,Logon,Logon,4293,services.exe,System Check,2.1409775158023128,123,0.1,Medium,1,normal
2026-03-26 22:49:24,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\User1,Logon,Logon,4693,explorer.exe,System Check,2.701369982066285,126,0.1,Medium,1,normal
2026-03-26 22:49:25,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\User1,Logon,Logon,4939,svchost.exe,System Check,3.0876197747343825,172,0.1,Medium,1,normal
2026-03-26 22:49:26,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\User1,Logon,Logon,9094,svchost.exe,System Check,3.369174496658694,102,0.1,Medium,1,normal
2026-03-26 22:49:27,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Admin,Logon,Logon,8224,explorer.exe,System Check,0.19005664584675142,122,0.1,Medium,1,normal
2026-03-26 22:49:28,4624,Information,Security,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Logon,455,powershell.exe,System Check,2.6458070001233955,110,0.1,Medium,1,normal
2026-03-26 22:49:29,4624,Information,Security,WIN-SOC-PROD-02,NT AUTHORITY\SYSTEM,Logon,Logon,2112,services.exe,System Check,0.7738548990246533,46,0.1,Medium,1,normal
2026-03-26 22:49:30,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Admin,Logon,Logon,5066,svchost.exe,System Check,2.3574864755318834,125,0.1,Medium,1,normal
2026-03-26 22:49:31,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Admin,Logon,Logon,3478,powershell.exe,System Check,3.072034646275066,196,0.1,Medium,1,normal
2026-03-26 22:49:32,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Dev-01,Logon,Logon,1936,explorer.exe,System Check,1.0125084872993713,194,0.1,Medium,1,normal
2026-03-26 22:49:33,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Dev-01,Logon,Logon,352,svchost.exe,System Check,0.5262007719209054,80,0.1,Medium,1,normal
2026-03-26 22:49:34,4624,Information,Security,WIN-SOC-PROD-02,NT AUTHORITY\SYSTEM,Logon,Logon,5108,services.exe,System Check,0.3905613335377084,154,0.1,Medium,1,normal
2026-03-26 22:49:35,4624,Information,Security,WIN-SOC-PROD-02,NT AUTHORITY\SYSTEM,Logon,Logon,7434,svchost.exe,System Check,3.2612713748739246,174,0.1,Medium,1,normal
2026-03-26 22:49:36,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\User1,Logon,Logon,5236,services.exe,System Check,1.1028299055660107,148,0.1,Medium,1,normal
2026-03-26 22:49:37,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Dev-01,Logon,Logon,8099,svchost.exe,System Check,2.3028325566831653,40,0.1,Medium,1,normal
2026-03-26 22:49:38,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Admin,Logon,Logon,762,powershell.exe,System Check,3.1332717743613285,165,0.1,Medium,1,normal
2026-03-26 22:49:39,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Admin,Logon,Logon,9705,explorer.exe,System Check,3.17043672283668,70,0.1,Medium,1,normal
2026-03-26 22:49:40,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Admin,Logon,Logon,7572,lsass.exe,System Check,2.5844601978831534,182,0.1,Medium,1,normal
2026-03-26 22:49:41,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\User1,Logon,Logon,7161,svchost.exe,System Check,2.600190672806914,69,0.1,Medium,1,normal
2026-03-26 22:49:42,4624,Information,Security,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Logon,4131,services.exe,System Check,2.8413134232565302,188,0.1,Medium,1,normal
