timestamp,event_id,level,source,computer,user,opcode,task_category,process_id,process_name,detail,cpu_usage,mem_usage,network_io,integrity_level,is_signed,label
2026-04-01 22:49:11,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\User1,Logon,Logon,8299,svchost.exe,System Check,1.7733324038983869,85,0.1,Medium,1,normal
2026-04-01 22:49:12,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\User1,Logon,Logon,5419,svchost.exe,System Check,2.4751181333095116,163,0.1,Medium,1,normal
2026-04-01 22:49:13,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Dev-01,Logon,Logon,2310,explorer.exe,System Check,0.523500508299203,46,0.1,Medium,1,normal
2026-04-01 22:49:14,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\User1,Logon,Logon,4168,lsass.exe,System Check,0.19024392458633405,169,0.1,Medium,1,normal
2026-04-01 22:49:15,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Dev-01,Logon,Logon,2653,services.exe,System Check,2.8254669352560184,84,0.1,Medium,1,normal
2026-04-01 22:49:16,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\User1,Logon,Logon,6990,powershell.exe,System Check,3.305921757201535,152,0.1,Medium,1,normal
2026-04-01 22:49:17,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Dev-01,Logon,Logon,3943,lsass.exe,System Check,1.3707753496948476,57,0.1,Medium,1,normal
2026-04-01 22:49:18,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\User1,Logon,Logon,7450,svchost.exe,System Check,2.8293048344336693,41,0.1,Medium,1,normal
2026-04-01 22:49:19,4624,Information,Security,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Logon,6162,svchost.exe,System Check,2.3145408808138437,182,0.1,Medium,1,normal
2026-04-01 22:49:20,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Dev-01,Logon,Logon,8608,services.exe,System Check,2.7469175381479127,194,0.1,Medium,1,normal
2026-04-01 22:49:21,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Admin,Logon,Logon,9238,services.exe,System Check,0.26359905601237127,47,0.1,Medium,1,normal
2026-04-01 22:49:22,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Admin,Logon,Logon,4064,svchost.exe,System Check,0.28758740547949846,117,0.1,Medium,1,normal
2026-04-01 22:49:23,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Dev-01,Logon,Logon,6160,lsass.exe,System Check,2.5030606695358304,194,0.1,Medium,1,normal
2026-04-01 22:49:24,4624,Information,Security,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Logon,6696,svchost.exe,System Check,2.327798160813833,164,0.1,Medium,1,normal
2026-04-01 22:49:25,4624,Information,Security,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Logon,2255,svchost.exe,System Check,0.24207445387361248,123,0.1,Medium,1,normal
2026-04-01 22:49:26,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\User1,Logon,Logon,5666,explorer.exe,System Check,3.7227145625198803,174,0.1,Medium,1,normal
2026-04-01 22:49:27,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\User1,Logon,Logon,1209,explorer.exe,System Check,1.3766556681662172,57,0.1,Medium,1,normal
2026-04-01 22:49:28,4624,Information,Security,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Logon,7894,explorer.exe,System Check,0.4318131500818646,199,0.1,Medium,1,normal
2026-04-01 22:49:29,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Dev-01,Logon,Logon,8208,powershell.exe,System Check,1.3634838151887883,194,0.1,Medium,1,normal
2026-04-01 22:49:30,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\User1,Logon,Logon,9902,powershell.exe,System Check,0.5387010543711918,113,0.1,Medium,1,normal
2026-04-01 22:49:31,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Admin,Logon,Logon,8730,lsass.exe,System Check,2.1224668955678303,106,0.1,Medium,1,normal
2026-04-01 22:49:32,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Admin,Logon,Logon,9742,powershell.exe,System Check,0.3929024363070788,102,0.1,Medium,1,normal
2026-04-01 22:49:33,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Admin,Logon,Logon,5917,lsass.exe,System Check,3.1447203410384703,105,0.1,Medium,1,normal
2026-04-01 22:49:34,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Admin,Logon,Logon,2752,explorer.exe,System Check,3.917491329561894,136,0.1,Medium,1,normal
2026-04-01 22:49:35,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\User1,Logon,Logon,9455,explorer.exe,System Check,2.1607590002013044,156,0.1,Medium,1,normal
2026-04-01 22:49:36,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Dev-01,Logon,Logon,9176,powershell.exe,System Check,1.4451609408480897,115,0.1,Medium,1,normal
2026-04-01 22:49:37,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Admin,Logon,Logon,4828,powershell.exe,System Check,1.1523068627795818,95,0.1,Medium,1,normal
2026-04-01 22:49:38,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\User1,Logon,Logon,4888,services.exe,System Check,2.7889427324304816,77,0.1,Medium,1,normal
2026-04-01 22:49:39,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Dev-01,Logon,Logon,7487,svchost.exe,System Check,2.974956750627187,40,0.1,Medium,1,normal
2026-04-01 22:49:40,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\User1,Logon,Logon,9655,services.exe,System Check,2.1785093179059833,182,0.1,Medium,1,normal
2026-04-01 22:49:41,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Admin,Logon,Logon,5650,lsass.exe,System Check,3.080106850375108,82,0.1,Medium,1,normal
2026-04-01 22:49:42,4624,Information,Security,WIN-SOC-PROD-02,NT AUTHORITY\SYSTEM,Logon,Logon,9646,svchost.exe,System Check,0.336113660383257,150,0.1,Medium,1,normal
2026-04-01 22:49:43,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Dev-01,Logon,Logon,6133,lsass.exe,System Check,2.106660142094666,181,0.1,Medium,1,normal
2026-04-01 22:49:44,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Dev-01,Logon,Logon,3830,explorer.exe,System Check,1.0323083255715828,75,0.1,Medium,1,normal
2026-04-01 22:49:45,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Dev-01,Logon,Logon,5414,services.exe,System Check,1.3694210452980695,47,0.1,Medium,1,normal
2026-04-01 22:49:46,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\User1,Logon,Logon,2893,explorer.exe,System Check,2.202444027810006,61,0.1,Medium,1,normal
2026-04-01 22:49:47,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Dev-01,Logon,Logon,2280,explorer.exe,System Check,0.9476497542461833,180,0.1,Medium,1,normal
2026-04-01 22:49:48,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Admin,Logon,Logon,2891,svchost.exe,System Check,1.4625812180626887,61,0.1,Medium,1,normal
2026-04-01 22:49:49,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Admin,Logon,Logon,1416,svchost.exe,System Check,2.7741060139653264,70,0.1,Medium,1,normal
2026-04-01 22:49:50,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Admin,Logon,Logon,8613,svchost.exe,System Check,2.5707023295275606,123,0.1,Medium,1,normal
2026-04-01 22:49:51,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\User1,Logon,Logon,2052,lsass.exe,System Check,0.8977227300316517,119,0.1,Medium,1,normal
2026-04-01 22:49:52,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Dev-01,Logon,Logon,1578,svchost.exe,System Check,1.7666116292919103,80,0.1,Medium,1,normal
2026-04-01 22:49:53,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\User1,Logon,Logon,5525,svchost.exe,System Check,3.4010312276977084,65,0.1,Medium,1,normal
2026-04-01 22:49:54,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\User1,Logon,Logon,6248,powershell.exe,System Check,1.2865716652753607,75,0.1,Medium,1,normal
2026-04-01 22:49:55,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Dev-01,Logon,Logon,4803,services.exe,System Check,0.42008252761710574,141,0.1,Medium,1,normal
2026-04-01 22:49:56,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Dev-01,Logon,Logon,1840,services.exe,System Check,2.2905207804948815,177,0.1,Medium,1,normal
2026-04-01 22:49:57,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Dev-01,Logon,Logon,7769,lsass.exe,System Check,3.7114482033540988,61,0.1,Medium,1,normal
2026-04-01 22:49:58,4624,Information,Security,WIN-SOC-PROD-02,NT AUTHORITY\SYSTEM,Logon,Logon,204,explorer.exe,System Check,1.7080284743248346,120,0.1,Medium,1,normal
2026-04-01 22:49:59,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\User1,Logon,Logon,9702,explorer.exe,System Check,3.950563009853377,184,0.1,Medium,1,normal
2026-04-01 22:50:00,4624,Information,Security,WIN-SOC-PROD-02,NT AUTHORITY\SYSTEM,Logon,Logon,2591,svchost.exe,System Check,3.1342335754780795,198,0.1,Medium,1,normal
2026-04-01 22:50:01,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Dev-01,Logon,Logon,1680,lsass.exe,System Check,3.774962643068031,191,0.1,Medium,1,normal
2026-04-01 22:50:02,4624,Information,Security,WIN-SOC-PROD-02,NT AUTHORITY\SYSTEM,Logon,Logon,9211,svchost.exe,System Check,2.698507339644009,198,0.1,Medium,1,normal
2026-04-01 22:50:03,4624,Information,Security,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Logon,5563,explorer.exe,System Check,1.078110049166094,130,0.1,Medium,1,normal
2026-04-01 22:50:04,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Dev-01,Logon,Logon,5818,services.exe,System Check,1.84427599981035,58,0.1,Medium,1,normal
2026-04-01 22:50:05,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Dev-01,Logon,Logon,7879,services.exe,System Check,2.500349429441323,189,0.1,Medium,1,normal
