timestamp,event_id,level,source,computer,user,opcode,task_category,process_id,process_name,detail,cpu_usage,mem_usage,network_io,integrity_level,is_signed,label
2026-03-26 22:49:11,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Dev-01,Logon,Logon,9863,lsass.exe,System Check,1.0283991839139852,79,0.1,Medium,1,normal
2026-03-26 22:49:12,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Admin,Logon,Logon,9641,svchost.exe,System Check,1.5641442461613893,95,0.1,Medium,1,normal
2026-03-26 22:49:13,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Admin,Logon,Logon,1007,lsass.exe,System Check,1.2308352416265411,159,0.1,Medium,1,normal
2026-03-26 22:49:14,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Admin,Logon,Logon,2431,powershell.exe,System Check,3.036207986439235,43,0.1,Medium,1,normal
2026-03-26 22:49:15,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Dev-01,Logon,Logon,1598,explorer.exe,System Check,2.007331019826701,40,0.1,Medium,1,normal
2026-03-26 22:49:16,4624,Information,Security,WIN-SOC-PROD-02,NT AUTHORITY\SYSTEM,Logon,Logon,4219,services.exe,System Check,0.7638602273643109,157,0.1,Medium,1,normal
2026-03-26 22:49:17,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\User1,Logon,Logon,2562,lsass.exe,System Check,2.857127276751817,61,0.1,Medium,1,normal
2026-03-26 22:49:18,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\User1,Logon,Logon,3276,powershell.exe,System Check,1.8937937923354917,152,0.1,Medium,1,normal
2026-03-26 22:49:19,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Admin,Logon,Logon,4227,explorer.exe,System Check,1.2034724029914634,57,0.1,Medium,1,normal
2026-03-26 22:49:20,4624,Information,Security,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Logon,4469,explorer.exe,System Check,1.1942367221985353,72,0.1,Medium,1,normal
2026-03-26 22:49:21,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Admin,Logon,Logon,3036,services.exe,System Check,2.296162044140323,83,0.1,Medium,1,normal
2026-03-26 22:49:22,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Dev-01,Logon,Logon,3930,svchost.exe,System Check,3.7405190168093028,195,0.1,Medium,1,normal
2026-03-26 22:49:23,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Dev-01,Logon,Logon,5033,powershell.exe,System Check,2.1737815148077577,82,0.1,Medium,1,normal
2026-03-26 22:49:24,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Admin,Logon,Logon,1998,powershell.exe,System Check,0.5789108062802437,104,0.1,Medium,1,normal
2026-03-26 22:49:25,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\User1,Logon,Logon,5006,powershell.exe,System Check,1.2543606870366781,164,0.1,Medium,1,normal
2026-03-26 22:49:26,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Admin,Logon,Logon,9037,powershell.exe,System Check,1.1747483926392641,149,0.1,Medium,1,normal
2026-03-26 22:49:27,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Dev-01,Logon,Logon,2959,services.exe,System Check,1.4152599618387987,173,0.1,Medium,1,normal
2026-03-26 22:49:28,4624,Information,Security,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Logon,6532,explorer.exe,System Check,1.62007333398143,57,0.1,Medium,1,normal
2026-03-26 22:49:29,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Admin,Logon,Logon,1064,lsass.exe,System Check,0.5540634406050992,85,0.1,Medium,1,normal
2026-03-26 22:49:30,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\User1,Logon,Logon,5835,svchost.exe,System Check,1.4248572762219718,60,0.1,Medium,1,normal
2026-03-26 22:49:31,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Admin,Logon,Logon,1919,lsass.exe,System Check,1.6620346426753487,195,0.1,Medium,1,normal
2026-03-26 22:49:32,4624,Information,Security,WIN-SOC-PROD-02,NT AUTHORITY\SYSTEM,Logon,Logon,4097,lsass.exe,System Check,2.5464008142732224,116,0.1,Medium,1,normal
2026-03-26 22:49:33,4624,Information,Security,WIN-SOC-PROD-02,NT AUTHORITY\SYSTEM,Logon,Logon,3448,services.exe,System Check,1.1155837091850898,134,0.1,Medium,1,normal
2026-03-26 22:49:34,4624,Information,Security,WIN-SOC-PROD-02,NT AUTHORITY\SYSTEM,Logon,Logon,2841,powershell.exe,System Check,0.778530585419284,146,0.1,Medium,1,normal
2026-03-26 22:49:35,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Dev-01,Logon,Logon,6287,powershell.exe,System Check,1.5047321602737915,112,0.1,Medium,1,normal
2026-03-26 22:49:36,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Admin,Logon,Logon,6706,explorer.exe,System Check,0.16094704161955442,165,0.1,Medium,1,normal
