timestamp,event_id,level,source,computer,user,opcode,task_category,process_id,process_name,detail,cpu_usage,mem_usage,network_io,integrity_level,is_signed,label
2026-04-02 22:49:11,4624,Information,Security,WIN-SOC-PROD-02,NT AUTHORITY\SYSTEM,Logon,Logon,5036,services.exe,System Check,1.314418764846638,84,0.1,Medium,1,normal
2026-04-02 22:49:12,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\User1,Logon,Logon,6686,explorer.exe,System Check,3.197056484861943,141,0.1,Medium,1,normal
2026-04-02 22:49:13,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Admin,Logon,Logon,4498,services.exe,System Check,1.3399101569191456,198,0.1,Medium,1,normal
2026-04-02 22:49:14,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\Dev-01,Logon,Logon,6582,explorer.exe,System Check,1.3852084997671419,157,0.1,Medium,1,normal
2026-04-02 22:49:15,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\User1,Logon,Logon,3391,powershell.exe,System Check,2.4253048451079335,71,0.1,Medium,1,normal
2026-04-02 22:49:16,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Dev-01,Logon,Logon,8229,services.exe,System Check,1.643853981308055,133,0.1,Medium,1,normal
2026-04-02 22:49:17,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Admin,Logon,Logon,5521,explorer.exe,System Check,0.7146932915616071,54,0.1,Medium,1,normal
2026-04-02 22:49:18,4624,Information,Security,WIN-SOC-PROD-01,WIN-SOC\User1,Logon,Logon,1552,svchost.exe,System Check,0.693289406170021,127,0.1,Medium,1,normal
2026-04-02 22:49:19,4624,Information,Security,WIN-SOC-PROD-02,NT AUTHORITY\SYSTEM,Logon,Logon,8606,services.exe,System Check,1.6907175358515933,84,0.1,Medium,1,normal
2026-04-02 22:49:20,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\Dev-01,Logon,Logon,6810,services.exe,System Check,3.1224109273153444,122,0.1,Medium,1,normal
2026-04-02 22:49:21,4624,Information,Security,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Logon,4257,explorer.exe,System Check,3.216611518626751,63,0.1,Medium,1,normal
2026-04-02 22:49:22,4624,Information,Security,WIN-SOC-PROD-02,WIN-SOC\User1,Logon,Logon,1867,powershell.exe,System Check,1.3084782068678484,133,0.1,Medium,1,normal
